N1,N2,N3,F1,F2,F3,L1,L2,L3,gamma,1/lambda,gamma_over_lambda
589.0921227192581,6.692273591504474,0.9733441059113042,63.0,46.0,5.0,34.0,15.0,68.0,9.433962264150944e-08,0.4430621457583881,1.2539494691275137
1028.9019908793543,25.672030958974172,0.004181698573807449,8.0,49.0,9.0,48.0,77.0,44.0,9.433962264150944e-08,0.4862601580065355,1.3762079943581194
886.8993153687435,40.39525794511917,0.14935872562328018,47.0,56.0,21.0,56.0,52.0,82.0,9.433962264150944e-08,0.533669923120631,1.5103865748697105
88.34954608572322,103.71346312035482,1.122448230927115,57.0,9.0,38.0,11.0,65.0,21.0,9.433962264150944e-08,0.5857020818056667,1.657647401336793
105.60196964739067,111.89496554596292,1.024603675099202,72.0,11.0,63.0,92.0,64.0,87.0,9.433962264150944e-08,0.6428073117284322,1.8192659765899026
480.38134177747077,152.18219977835574,0.004757040562477193,33.0,18.0,36.0,8.0,54.0,18.0,9.433962264150944e-08,0.7054802310718644,1.9966421634109373
225.42178126209595,138.8949833167054,0.5849627927577612,51.0,1.0,81.0,20.0,5.0,52.0,9.433962264150944e-08,0.7742636826811272,2.1913123094748888
216.34940023241467,77.20223441165601,1.0980957623460568,60.0,47.0,12.0,66.0,19.0,57.0,9.433962264150944e-08,0.8497534359086445,2.4049625544584283
1018.1058834922611,22.787957219884465,0.047425065386583296,98.0,46.0,68.0,99.0,57.0,61.0,9.433962264150944e-08,0.9326033468832199,2.639443434575151
131.45511157660982,192.65485736216613,0.3269316333923335,94.0,66.0,38.0,35.0,67.0,57.0,9.433962264150944e-08,1.0235310218990263,2.8967859110349807
416.91768947685847,111.95531079093347,0.4461806257965903,18.0,69.0,68.0,10.0,78.0,27.0,9.433962264150944e-08,1.1233240329780276,3.179218961258569
869.1869778752315,38.37365871880585,0.19850340534024125,57.0,41.0,77.0,81.0,42.0,33.0,9.433962264150944e-08,1.2328467394420666,3.4891888852133963
255.6368679462471,139.79102615289165,0.521662163473804,11.0,76.0,53.0,15.0,52.0,73.0,9.433962264150944e-08,1.3530477745798075,3.8293804940937957
278.18195977077124,82.62887399197439,0.9396526972722892,67.0,82.0,99.0,9.0,49.0,40.0,9.433962264150944e-08,1.484968262254465,4.202740364871128
136.5533600216766,169.17115098266174,0.506383018044782,77.0,34.0,54.0,68.0,96.0,42.0,9.433962264150944e-08,1.6297508346206444,4.6125023621339
656.3327091064892,28.35465435791015,0.6742520829379335,47.0,48.0,82.0,84.0,21.0,12.0,9.433962264150944e-08,1.7886495290574351,5.06221564827576
21.952935109205885,128.09586412711727,1.0495637135023874,2.0,16.0,84.0,42.0,73.0,78.0,9.433962264150944e-08,1.9630406500402717,5.555775424642278
0.7470489359589653,130.2229988956838,1.0718192249679663,42.0,63.0,36.0,68.0,73.0,77.0,9.433962264150944e-08,2.1544346900318843,6.097456669901561
465.3626961682385,66.16911667744742,0.7245751204755373,95.0,28.0,31.0,34.0,43.0,71.0,9.433962264150944e-08,2.3644894126454084,6.691951167864364
918.8283234671968,25.333365349558907,0.21125079211271286,22.0,54.0,83.0,9.0,25.0,88.0,9.433962264150944e-08,2.5950242113997377,7.344408145470956
331.77830319315683,26.516930174911607,1.291550122615519,58.0,36.0,44.0,47.0,37.0,84.0,9.433962264150944e-08,2.8480358684358014,8.060478872931514
21.587568740942448,40.26619865322541,1.7567925193596803,12.0,90.0,24.0,12.0,45.0,12.0,9.433962264150944e-08,3.125715849688237,8.8463656123252
265.41530829536333,161.44155995757296,0.32934022009001346,9.0,45.0,64.0,27.0,23.0,87.0,9.433962264150944e-08,3.430469286314919,9.70887533862713
366.53211902770306,54.37227213535332,1.0029480848745655,92.0,91.0,38.0,3.0,80.0,1.0,9.433962264150944e-08,3.764935806792469,10.655478698469253
184.8144014817361,90.51068590184278,1.0495778953161117,43.0,67.0,25.0,97.0,45.0,77.0,9.433962264150944e-08,4.132012400115339,11.694374717307563
546.9920530599921,110.18523001154595,0.2189454521472315,98.0,42.0,77.0,54.0,54.0,83.0,9.433962264150944e-08,4.5348785081285845,12.834561815458258
596.9831813136273,30.06906492676051,0.7706389925812079,92.0,95.0,63.0,15.0,60.0,75.0,9.433962264150944e-08,4.977023564332112,14.085915748109752
168.74426339388617,186.51677417234728,0.3070848673130116,48.0,77.0,47.0,61.0,83.0,19.0,9.433962264150944e-08,5.462277217684343,15.45927514438965
233.1478616696967,10.778517764205946,1.6012597054803421,24.0,76.0,63.0,94.0,42.0,34.0,9.433962264150944e-08,5.994842503189412,16.96653538638513
679.9546505900335,33.458710325322755,0.5893396126241982,55.0,59.0,89.0,70.0,8.0,5.0,9.433962264150944e-08,6.5793322465756825,18.620751641251932
444.7483163394574,120.80724545937427,0.32330498762980364,9.0,84.0,6.0,29.0,39.0,19.0,9.433962264150944e-08,7.2208090183854665,20.436251938826796
82.76954776334208,150.26735040144044,0.7583018573584452,51.0,69.0,22.0,93.0,88.0,79.0,9.433962264150944e-08,7.924828983539178,22.42876127416749
651.2124651583503,26.21054891854795,0.70100585927217,60.0,55.0,43.0,92.0,35.0,87.0,9.433962264150944e-08,8.697490026177835,24.615537809937273
429.0350129624388,90.32763658571443,0.5976705974618788,29.0,34.0,65.0,87.0,26.0,13.0,9.433962264150944e-08,9.545484566618342,27.0155223583538
453.66295302543716,140.2177674188066,0.15060653742524915,29.0,62.0,45.0,16.0,81.0,23.0,9.433962264150944e-08,10.476157527896651,29.649502437443353
461.1909380083531,35.07693854137658,0.9824424411739143,20.0,96.0,96.0,85.0,7.0,73.0,9.433962264150944e-08,11.497569953977369,32.540292322577464
189.77391467856478,105.64579413071594,0.9186156759065588,95.0,46.0,63.0,20.0,75.0,92.0,9.433962264150944e-08,12.61856883066021,35.71293065281192
842.7598820687987,28.015967078794755,0.3308866223819756,96.0,91.0,33.0,51.0,13.0,89.0,9.433962264150944e-08,13.848863713938732,39.194897303600186
163.64668790826244,11.800406341932344,1.7220635234097108,68.0,19.0,4.0,66.0,94.0,84.0,9.433962264150944e-08,15.199110829529348,43.01635140432835
323.69667403510323,166.58150020850758,0.17979608612876943,54.0,34.0,13.0,54.0,77.0,77.0,9.433962264150944e-08,16.68100537200059,47.21039256226583
221.19197590905856,20.115079603200677,1.5483465578163464,80.0,21.0,22.0,14.0,5.0,52.0,9.433962264150944e-08,18.307382802953697,51.81334755552933
655.0845894480493,52.935115872787044,0.47883027556288416,15.0,9.0,9.0,44.0,63.0,55.0,9.433962264150944e-08,20.092330025650483,56.865084978256085
227.3209198466958,23.733114401336792,1.507863089877806,81.0,17.0,14.0,51.0,30.0,38.0,9.433962264150944e-08,22.051307399030456,62.409360563293745
376.22575907192754,35.58853023337659,1.1360593005880708,70.0,12.0,48.0,14.0,73.0,18.0,9.433962264150944e-08,24.201282647943835,68.49419617342595
494.6403062354532,46.60448269806142,0.8276118850364123,19.0,77.0,21.0,71.0,30.0,16.0,9.433962264150944e-08,26.560877829466868,75.17229574377416
643.6719217477702,2.672194865500404,0.9043599638027131,1.0,36.0,25.0,3.0,57.0,97.0,9.433962264150944e-08,29.150530628251786,82.5015017780711
23.17855124618934,225.64741081815131,0.26252970645140133,47.0,76.0,86.0,13.0,75.0,26.0,9.433962264150944e-08,31.992671377973846,90.54529635275618
371.4948885783605,101.41136443357466,0.6153264830621588,66.0,71.0,95.0,59.0,74.0,95.0,9.433962264150944e-08,35.111917342151344,99.37335096835288
580.5437122114628,49.149902809483656,0.6476609695806462,20.0,30.0,67.0,37.0,71.0,78.0,9.433962264150944e-08,38.535285937105314,109.06213001067542
391.9193274156555,68.303149293409,0.8437506664224729,91.0,97.0,1.0,97.0,95.0,20.0,9.433962264150944e-08,42.29242874389499,119.69555304875942
574.4254363227989,18.545241779838108,0.9052200172609579,89.0,56.0,50.0,3.0,31.0,19.0,9.433962264150944e-08,46.41588833612782,131.36572170602216
300.3984882824613,131.83208701911082,0.5025912152872375,38.0,1.0,65.0,61.0,83.0,81.0,9.433962264150944e-08,50.9413801481638,144.1737174004636
363.1688812848231,141.3131807693889,0.30979084538581364,13.0,48.0,45.0,43.0,44.0,30.0,9.433962264150944e-08,55.90810182512229,158.23047686355366
0.3837994648715859,131.90468436552004,1.0589651638945703,73.0,60.0,80.0,32.0,13.0,8.0,9.433962264150944e-08,61.35907273413176,173.65775302112763
119.57954907291574,9.502276674285943,1.8223587599106046,52.0,47.0,96.0,85.0,9.0,22.0,9.433962264150944e-08,67.34150657750828,190.58916955898573
371.4798400870432,84.37599928911122,0.7523963421908567,16.0,85.0,41.0,99.0,57.0,33.0,9.433962264150944e-08,73.90722033525783,209.1713783073335
370.5868984456036,148.02137069908574,0.24205537473705113,14.0,0.0,58.0,29.0,81.0,34.0,9.433962264150944e-08,81.11308307896873,229.56532946877945
143.77877621746612,117.35420042600445,0.9098137783474903,13.0,16.0,61.0,28.0,64.0,86.0,9.433962264150944e-08,89.02150854450393,251.94766569199228
192.7337246096173,214.95389071456876,0.03378604386247174,95.0,58.0,17.0,80.0,61.0,88.0,9.433962264150944e-08,97.70099572992257,276.5122520658186
120.48410349734553,169.1791976807685,0.5361498265210228,73.0,9.0,53.0,22.0,84.0,7.0,9.433962264150944e-08,107.22672220103243,303.4718552859409
482.32473869713147,47.74323280686967,0.8413142063238243,18.0,50.0,31.0,96.0,15.0,72.0,9.433962264150944e-08,117.68119524349991,333.05998653820734
225.63261387104086,36.840736669373214,1.4055523401516248,72.0,27.0,92.0,57.0,67.0,48.0,9.433962264150944e-08,129.1549665014884,365.5329240608162
929.1636579012967,2.908002875485101,0.3724659584868841,49.0,70.0,99.0,83.0,47.0,62.0,9.433962264150944e-08,141.7474162926806,401.17193290381306
342.08142676103495,72.93623636039321,0.8990004003909554,55.0,19.0,80.0,43.0,62.0,97.0,9.433962264150944e-08,155.56761439304725,440.2857011123979
598.9244097081653,92.7499931678289,0.2627950864441387,71.0,98.0,74.0,45.0,50.0,77.0,9.433962264150944e-08,170.7352647470692,483.2130134351016
98.25284912023098,159.90917414009513,0.6519939287240536,13.0,58.0,24.0,6.0,40.0,27.0,9.433962264150944e-08,187.3817422860385,530.3256857152033
9.296119509890369,223.64224079894774,0.30443224695792626,83.0,25.0,73.0,95.0,24.0,23.0,9.433962264150944e-08,205.65123083486534,582.0317853816945
460.286722748097,156.90544429967974,0.004065009814277299,44.0,57.0,18.0,28.0,4.0,21.0,9.433962264150944e-08,225.70197196339214,638.7791659341287
933.7101015393881,25.929669909991343,0.17882672435145336,65.0,40.0,55.0,53.0,52.0,62.0,9.433962264150944e-08,247.70763559917114,701.05934603539
520.4907972427183,9.358657244883858,1.0792481832229923,3.0,75.0,44.0,66.0,59.0,14.0,9.433962264150944e-08,271.85882427329426,769.4117668112102
73.10395237121836,245.58916821352216,0.009423858979305314,47.0,30.0,7.0,97.0,35.0,0.0,9.433962264150944e-08,298.364724028334,844.4284642311342
636.0017719973409,101.06530289333418,0.12707038762044146,14.0,34.0,17.0,40.0,88.0,73.0,9.433962264150944e-08,327.4549162877732,926.7591970408677
165.38030498277138,149.00293831896525,0.6151119349660507,69.0,80.0,61.0,4.0,63.0,4.0,9.433962264150944e-08,359.3813663804629,1017.1170746616876
891.0904918782528,57.17092729102877,0.006625290582838555,86.0,87.0,81.0,13.0,54.0,95.0,9.433962264150944e-08,394.420605943766,1116.2847338031115
474.62540687959654,92.19112458205989,0.49804403452625734,82.0,19.0,25.0,4.0,7.0,56.0,9.433962264150944e-08,432.87612810830615,1225.121117287659
616.4067467320207,60.9210799632099,0.48638967839245606,71.0,93.0,54.0,44.0,13.0,10.0,9.433962264150944e-08,475.08101621027976,1344.5689138026787
355.87982999074023,154.32840983545992,0.2186207810438121,49.0,27.0,85.0,64.0,12.0,54.0,9.433962264150944e-08,521.400828799969,1475.66272301878
437.1215809338181,140.93779762425763,0.1755222079722751,2.0,7.0,24.0,34.0,35.0,24.0,9.433962264150944e-08,572.236765935022,1619.5380167972323
340.0980474345117,52.76523463136207,1.0649491382974987,76.0,37.0,71.0,45.0,11.0,6.0,9.433962264150944e-08,628.029144183426,1777.4409741040358
308.2530319244335,167.6161807128878,0.20014267014799367,39.0,92.0,35.0,81.0,29.0,22.0,9.433962264150944e-08,689.2612104349702,1950.7392748159536
684.7803644650987,48.43083955249069,0.459936876498964,19.0,71.0,1.0,85.0,23.0,19.0,9.433962264150944e-08,756.463327554629,2140.9339459093276
766.005112022904,39.965748795352035,0.3772462435592277,3.0,13.0,32.0,17.0,82.0,16.0,9.433962264150944e-08,830.2175681319752,2349.6723626376656
59.73375977772062,139.38652811209082,0.8885976826792439,5.0,19.0,19.0,54.0,40.0,10.0,9.433962264150944e-08,911.1627561154896,2578.7625173079896
268.7425007926353,185.86306485292897,0.1267033753304563,57.0,41.0,58.0,35.0,73.0,72.0,9.433962264150944e-08,1000.0,2830.1886792452833
205.40376331668654,173.95239624277883,0.34010368743429176,71.0,30.0,4.0,42.0,15.0,87.0,1.0846764107525808e-07,0.1,0.32540292322577424
304.20699355211786,120.12199010004291,0.589723482699931,41.0,36.0,63.0,86.0,91.0,55.0,1.0846764107525808e-07,0.10974987654930562,0.357129306528119
285.81020745246576,33.80201409182473,1.3182816797332189,98.0,15.0,51.0,40.0,13.0,13.0,1.0846764107525808e-07,0.12045035402587821,0.39194897303600174
269.47861094559977,3.191754070320693,1.594846141243213,67.0,26.0,39.0,80.0,15.0,14.0,1.0846764107525808e-07,0.1321941148466029,0.43016351404328307
103.50953583228238,51.76152090256703,1.512234913842687,77.0,7.0,87.0,25.0,97.0,31.0,1.0846764107525808e-07,0.14508287784959398,0.4721039256226581
496.56775615027044,4.641387755342366,1.1616081006990957,33.0,11.0,36.0,67.0,48.0,83.0,1.0846764107525808e-07,0.1592282793341092,0.5181334755552928
178.78885339413782,180.39926615713622,0.33765035877154426,59.0,89.0,59.0,17.0,54.0,63.0,1.0846764107525808e-07,0.17475284000076838,0.5686508497825604
662.8089137446751,72.90432954428185,0.3038471378034106,28.0,91.0,11.0,58.0,76.0,88.0,1.0846764107525808e-07,0.19179102616724888,0.6240936056329374
496.00110433710563,122.30844237596637,0.21608102481505,67.0,93.0,98.0,89.0,64.0,69.0,1.0846764107525808e-07,0.2104904144512021,0.6849419617342591
285.1285650622697,101.19086997424913,0.7774337841262082,15.0,76.0,8.0,62.0,46.0,29.0,1.0846764107525808e-07,0.23101297000831597,0.7517229574377414
569.4250610405052,118.08793462192013,0.11372627895638772,60.0,25.0,17.0,16.0,34.0,69.0,1.0846764107525808e-07,0.2535364493970112,0.8250150177807104
129.01483663212508,164.18459802707332,0.560492398361183,97.0,32.0,42.0,85.0,79.0,70.0,1.0846764107525808e-07,0.2782559402207124,0.9054529635275611
284.5922698889427,181.78736288135485,0.1300665054923012,63.0,78.0,81.0,7.0,95.0,47.0,1.0846764107525808e-07,0.30538555088334157,0.9937335096835278
343.80822627409503,160.87256504523606,0.18838612350844414,60.0,42.0,54.0,46.0,24.0,90.0,1.0846764107525808e-07,0.33516026509388425,1.0906213001067535
645.171222207052,36.650161687510455,0.628239004604708,85.0,96.0,24.0,15.0,10.0,1.0,1.0846764107525808e-07,0.36783797718286343,1.196955530487594
558.9444413740019,102.77706380596251,0.25635200891118903,71.0,64.0,49.0,82.0,43.0,98.0,1.0846764107525808e-07,0.4037017258596554,1.3136572170602203
119.17792250600573,46.706774382302065,1.5238107459851835,29.0,47.0,8.0,5.0,66.0,22.0,1.0846764107525808e-07,0.4430621457583881,1.4417371740046356
61.2815224186877,87.57059527610215,1.3025604543035951,77.0,84.0,63.0,63.0,84.0,47.0,1.0846764107525808e-07,0.4862601580065355,1.5823047686355352
730.261493018238,49.977955831900815,0.3630582271847618,55.0,51.0,14.0,4.0,11.0,12.0,1.0846764107525808e-07,0.533669923120631,1.7365775302112751
412.428248357092,150.69119574611912,0.14290204840914345,56.0,39.0,85.0,76.0,6.0,39.0,1.0846764107525808e-07,0.5857020818056667,1.9058916955898555
100.0771436236768,153.51457155607525,0.7000489720915785,30.0,48.0,33.0,52.0,7.0,99.0,1.0846764107525808e-07,0.6428073117284322,2.0917137830733337
86.88921436187617,96.07363507033207,1.186618255569341,2.0,42.0,34.0,23.0,3.0,80.0,1.0846764107525808e-07,0.7054802310718644,2.295653294687794
155.2812988831507,46.808315216765195,1.4559703004533422,64.0,66.0,29.0,37.0,32.0,2.0,1.0846764107525808e-07,0.7742636826811272,2.5194766569199207
353.82026374736824,181.2092376387446,0.006199950157311825,63.0,57.0,65.0,28.0,41.0,21.0,1.0846764107525808e-07,0.8497534359086445,2.7651225206581853
885.7821853911154,25.776660492019367,0.2690327088059419,57.0,13.0,44.0,63.0,75.0,91.0,1.0846764107525808e-07,0.9326033468832199,3.034718552859405
896.4168816709243,17.005563845029997,0.3198496441843052,96.0,37.0,30.0,59.0,89.0,52.0,1.0846764107525808e-07,1.0235310218990263,3.3305998653820716
362.3897252372397,54.801914083898886,1.007181894305443,19.0,87.0,99.0,69.0,15.0,64.0,1.0846764107525808e-07,1.1233240329780276,3.655329240608162
267.60575881679495,52.537565061863,1.201357907020666,23.0,85.0,14.0,89.0,90.0,76.0,1.0846764107525808e-07,1.2328467394420666,4.011719329038129
130.20045652735573,199.04673783800595,0.27784098918555394,56.0,8.0,96.0,9.0,81.0,65.0,1.0846764107525808e-07,1.3530477745798075,4.402857011123978
413.06206862068507,8.086999306932464,1.2889126257102865,71.0,57.0,91.0,67.0,43.0,46.0,1.0846764107525808e-07,1.484968262254465,4.832130134351011
0.3813456787232246,168.4615188957581,0.7648862730934253,56.0,71.0,12.0,93.0,44.0,59.0,1.0846764107525808e-07,1.6297508346206444,5.30325685715203
1081.8193635181474,2.8673201367872454,0.08939773989314587,64.0,82.0,51.0,77.0,26.0,26.0,1.0846764107525808e-07,1.7886495290574351,5.820317853816938
787.9085122371496,68.86392089750262,0.10411107154765918,38.0,48.0,94.0,14.0,67.0,68.0,1.0846764107525808e-07,1.9630406500402717,6.387791659341285
226.27242317843692,147.04792088276147,0.5177968805623704,49.0,50.0,77.0,14.0,53.0,0.0,1.0846764107525808e-07,2.1544346900318843,7.010593460353901
355.1231472554868,43.71103179976609,1.1098930351711518,18.0,84.0,0.0,68.0,2.0,18.0,1.0846764107525808e-07,2.3644894126454084,7.694117668112098
302.7512934612644,175.81770749731461,0.14437866469747349,34.0,18.0,4.0,77.0,6.0,23.0,1.0846764107525808e-07,2.5950242113997377,8.444284642311342
391.62821875482143,138.99853618092834,0.27557820135115546,47.0,9.0,78.0,20.0,1.0,61.0,1.0846764107525808e-07,2.8480358684358014,9.267591970408663
87.44643222754968,85.3931412849238,1.2715036303300387,56.0,2.0,76.0,48.0,48.0,97.0,1.0846764107525808e-07,3.125715849688237,10.171170746616871
261.7092620704715,88.09412891273098,0.9262676596058682,58.0,88.0,49.0,54.0,32.0,48.0,1.0846764107525808e-07,3.430469286314919,11.162847338031101
313.6803726514662,92.08831991025365,0.7976551505026633,4.0,55.0,74.0,0.0,70.0,53.0,1.0846764107525808e-07,3.764935806792469,12.251211172876582
728.7113701451908,23.17671346021252,0.5815399842708323,6.0,1.0,6.0,19.0,18.0,8.0,1.0846764107525808e-07,4.132012400115339,13.445689138026786
38.28790490963583,123.40910993914854,1.056941742612724,29.0,51.0,16.0,66.0,42.0,14.0,1.0846764107525808e-07,4.5348785081285845,14.756627230187794
481.8584404968011,80.78014614607214,0.5764126105263977,14.0,53.0,21.0,19.0,85.0,20.0,1.0846764107525808e-07,4.977023564332112,16.195380167972314
506.244806231983,42.5633797348433,0.8385777504647823,76.0,48.0,22.0,90.0,29.0,17.0,1.0846764107525808e-07,5.462277217684343,17.77440974104034
526.2436947220764,24.453666011796,0.9471356792576873,58.0,22.0,8.0,27.0,72.0,86.0,1.0846764107525808e-07,5.994842503189412,19.507392748159525
231.16482261266552,103.835718642492,0.8563373699316879,40.0,53.0,31.0,55.0,9.0,36.0,1.0846764107525808e-07,6.5793322465756825,21.409339459093275
235.06423569677256,121.32906509969297,0.708372182310442,47.0,0.0,38.0,66.0,76.0,0.0,1.0846764107525808e-07,7.2208090183854665,23.496723626376642
174.26372779939408,27.44643087727853,1.57648837574084,0.0,90.0,97.0,60.0,91.0,89.0,1.0846764107525808e-07,7.924828983539178,25.7876251730799
35.091449985259004,100.93057444110454,1.2437055583600645,9.0,14.0,0.0,45.0,46.0,78.0,1.0846764107525808e-07,8.697490026177835,28.301886792452834
356.98790124120654,136.61744723926236,0.3590405211423079,14.0,47.0,6.0,24.0,97.0,69.0,1.0846764107525808e-07,9.545484566618342,31.06128581584121
381.1255982887703,114.25497945751293,0.49412652981808247,32.0,32.0,72.0,39.0,94.0,67.0,1.0846764107525808e-07,10.476157527896651,34.0897228375127
582.6151465338962,104.99412005449011,0.19457363842199246,43.0,35.0,71.0,18.0,80.0,31.0,1.0846764107525808e-07,11.497569953977369,37.413428730170665
696.9942668223803,98.68036133821693,0.03302753845051917,74.0,45.0,71.0,87.0,86.0,70.0,1.0846764107525808e-07,12.61856883066021,41.06119184422472
62.56750345743047,61.31083503655572,1.5114211845003,64.0,16.0,30.0,91.0,53.0,94.0,1.0846764107525808e-07,13.848863713938732,45.064607358710155
212.09358971154117,151.47415496079094,0.5085118913212218,48.0,43.0,68.0,72.0,22.0,14.0,1.0846764107525808e-07,15.199110829529348,49.45835094361372
848.6229767094344,49.28683148129962,0.1488875375091597,98.0,20.0,51.0,50.0,94.0,82.0,1.0846764107525808e-07,16.68100537200059,54.28047910393836
650.1764236166474,56.46230598907222,0.45956729659165796,86.0,12.0,35.0,71.0,58.0,71.0,1.0846764107525808e-07,18.307382802953697,59.57275880694401
356.70569436740186,116.2632922383134,0.5233045283414112,63.0,88.0,90.0,38.0,82.0,74.0,1.0846764107525808e-07,20.092330025650483,65.38102924763662
3.821893106787744,185.09734701160377,0.6246712930252399,33.0,9.0,94.0,78.0,29.0,57.0,1.0846764107525808e-07,22.051307399030456,71.75559888594654
129.84689158725652,170.93297670453245,0.5046600421282853,62.0,67.0,14.0,39.0,59.0,51.0,1.0846764107525808e-07,24.201282647943835,78.75168119454129
108.03705003402463,88.81340379771531,1.205763985475017,19.0,50.0,75.0,26.0,43.0,46.0,1.0846764107525808e-07,26.560877829466868,86.42987289151176
137.98374800337595,90.46167801900258,1.136910236227004,80.0,70.0,87.0,55.0,66.0,72.0,1.0846764107525808e-07,29.150530628251786,94.85667880015596
491.7203200009741,76.3561651912433,0.5936936216032891,1.0,48.0,13.0,37.0,99.0,36.0,1.0846764107525808e-07,31.992671377973846,104.1050878819425
569.5366777047743,49.32195004940986,0.6667107773783101,78.0,70.0,97.0,60.0,95.0,51.0,1.0846764107525808e-07,35.111917342151344,114.25520543197806
305.240479232652,66.56808520975545,1.018622187237143,54.0,42.0,33.0,60.0,5.0,93.0,1.0846764107525808e-07,38.535285937105314,125.39494691275138
864.7011586596249,50.418243335156426,0.10993772318322532,47.0,88.0,42.0,80.0,8.0,23.0,1.0846764107525808e-07,42.29242874389499,137.6207994358119
607.8377019269026,40.73340574094661,0.664698403209769,52.0,62.0,71.0,47.0,44.0,36.0,1.0846764107525808e-07,46.41588833612782,151.03865748697112
947.9050106913774,29.03255082436408,0.12751349456010813,9.0,43.0,40.0,75.0,36.0,99.0,1.0846764107525808e-07,50.9413801481638,165.76474013367925
664.4387473034717,19.905221988893132,0.7271756635111228,8.0,17.0,83.0,64.0,17.0,47.0,1.0846764107525808e-07,55.90810182512229,181.92659765899037
640.1428356028541,27.722022378303414,0.7093967835850827,55.0,7.0,17.0,90.0,0.0,37.0,1.0846764107525808e-07,61.35907273413176,199.66421634109375
249.2646117742908,67.59972147906166,1.1142387286196327,77.0,19.0,47.0,19.0,86.0,1.0,1.0846764107525808e-07,67.34150657750828,219.13123094748897
189.9639554152478,47.47958362449284,1.3861841253934715,80.0,2.0,92.0,72.0,38.0,93.0,1.0846764107525808e-07,73.90722033525783,240.49625544584285
486.9061720444991,77.94872763692932,0.5898193221450634,85.0,73.0,26.0,95.0,2.0,87.0,1.0846764107525808e-07,81.11308307896873,263.9443434575151
811.6689967035998,65.38824092847354,0.08796155805633968,3.0,60.0,36.0,59.0,47.0,83.0,1.0846764107525808e-07,89.02150854450393,289.67859110349815
456.26614433928154,63.43269805487685,0.7634755521465079,95.0,36.0,14.0,21.0,13.0,13.0,1.0846764107525808e-07,97.70099572992257,317.9218961258569
552.5162877151745,70.30927294742011,0.5294743740953064,30.0,97.0,90.0,52.0,49.0,68.0,1.0846764107525808e-07,107.22672220103243,348.9188885213398
441.2437717148258,121.84895232641983,0.32143088156687144,36.0,65.0,96.0,66.0,63.0,83.0,1.0846764107525808e-07,117.68119524349991,382.9380494093795
647.969569848766,56.86675453498391,0.46041057023447435,61.0,46.0,30.0,73.0,90.0,18.0,1.0846764107525808e-07,129.1549665014884,420.27403648711265
291.99632346209677,170.90142727650831,0.20389385830389956,47.0,93.0,18.0,70.0,9.0,61.0,1.0846764107525808e-07,141.7474162926806,461.25023621339005
226.10836124132524,202.37756971567921,0.07299907795309085,85.0,25.0,85.0,62.0,74.0,38.0,1.0846764107525808e-07,155.56761439304725,506.22156482757606
