nso,nna,ndo,fso,fna,fdo,lso,lna,ldo,gamma,1/lambda,gamma_over_lambda
2.9436562290091374e-05,0.0002330133780789273,1.916561869453404e-07,7.500000000000001e-08,4.3e-08,1.3e-08,4.9e-08,6.600000000000001e-08,6.000000000000001e-08,1e-05,8.853625943155618e-09,9.653681555878126
0.00033606206377944736,0.0001688379864941904,1.3868810905766296e-07,7.6e-08,9.400000000000001e-08,8.2e-08,7.200000000000001e-08,2.7e-08,5e-09,1e-05,8.06709421598127e-09,10.59490359003933
0.0008925414246530323,3.4048928374941724e-05,1.8993790666253813e-07,1.5000000000000002e-08,8.3e-08,5.8e-08,1.6e-08,4.9e-08,1.8000000000000002e-08,1e-05,7.350435799676815e-09,11.627893610586113
0.00040310759731507467,9.418090278467389e-05,6.148053662462966e-07,2.1000000000000003e-08,3.9000000000000005e-08,6.2e-08,7.500000000000001e-08,9.000000000000001e-09,1.2000000000000002e-08,1e-05,6.697443341883489e-09,12.76159888290285
0.0005352473706318114,2.5095849628880007e-05,9.252548532977261e-07,3.0000000000000004e-08,3.1e-08,2.7e-08,5.8e-08,3.1e-08,4.9e-08,1e-05,6.1024609343178926e-09,14.005839019703444
0.00013639222658058794,1.2488676963283065e-05,1.7671228463710126e-06,2e-08,8.2e-08,1.2000000000000002e-08,8.3e-08,2.3e-08,9.300000000000001e-08,1e-05,5.560335124000195e-09,15.371391033819004
0.00016780527256858872,1.3109206529752707e-05,1.7038146642372824e-06,6.2e-08,8.2e-08,4e-08,2.6e-08,6.1e-08,1.4000000000000001e-08,1e-05,5.066370276509777e-09,16.87008268352739
0.00014452465435188983,1.811471163520667e-05,1.706766575301141e-06,6.8e-08,5.2e-08,2e-09,3.0000000000000004e-08,9.100000000000001e-08,2.2000000000000002e-08,1e-05,4.616287904646242e-09,18.514894918937095
0.0010089410575707114,1.3069460383515539e-05,1.4261995191965572e-07,4.4000000000000004e-08,4e-09,8.500000000000001e-08,3.7e-08,3.6000000000000005e-08,2.3e-08,1e-05,4.206189610220065e-09,20.320074316767126
0.0008839076770686355,3.495500151453672e-05,1.986769487036608e-07,4e-09,9.5e-08,1.1000000000000001e-08,8.700000000000001e-08,3.0000000000000004e-08,8.800000000000001e-08,1e-05,3.832523317992452e-09,22.301256477379063
4.167928657411879e-05,1.9100428835895986e-05,1.8897627261206662e-06,5.4e-08,9.5e-08,7.000000000000001e-09,3.0000000000000004e-08,8.6e-08,1.8000000000000002e-08,1e-05,3.4920525092988825e-09,24.47560145286754
4.939327017193618e-05,2.6462180954115815e-05,1.816220196213296e-06,5.8e-08,3.5e-08,5.1e-08,2.7e-08,7.3e-08,6.5e-08,1e-05,3.1818281888727794e-09,26.86194237922218
0.00013916190956576754,0.00014391203158177067,7.047387752101969e-07,7.1e-08,6.000000000000001e-08,1.2000000000000002e-08,1.9e-08,4.9e-08,1.4000000000000001e-08,1e-05,2.899163342059275e-09,29.48094859994197
0.0005934900514761162,4.198263309541724e-05,6.812844154277394e-07,4.7000000000000004e-08,6.900000000000001e-08,4.3e-08,3.4e-08,9.000000000000001e-08,1.6e-08,1e-05,2.641609661179723e-09,32.355304694000544
0.0007970930008911748,8.188925692148821e-06,5.751639624557802e-07,9.600000000000001e-08,4.5000000000000006e-08,4.1e-08,6.300000000000001e-08,3.0000000000000004e-08,6.300000000000001e-08,1e-05,2.406936339461821e-09,35.50990695881726
0.00036772109346715665,3.4852899324894e-05,1.15776548785576e-06,1.4000000000000001e-08,9.5e-08,3.8e-08,4e-08,5.3000000000000005e-08,2e-09,1e-05,2.1931107488585585e-09,38.97207905007525
0.00045171920595944167,1.4040246904121959e-05,1.1692569135941147e-06,5.8e-08,8e-09,4.7000000000000004e-08,8.700000000000001e-08,2.2000000000000002e-08,4.5000000000000006e-08,1e-05,1.9982808343964695e-09,42.771808646155364
0.00027557341170638295,0.00019431215869675076,4.6053033306368015e-08,8.6e-08,8.800000000000001e-08,9.400000000000001e-08,1.6e-08,4.9e-08,7.500000000000001e-08,1e-05,1.8207590725614459e-09,46.94200718706076
0.00010153378939967901,0.00018375768454256404,4.540524336309594e-07,2.4000000000000003e-08,7.800000000000001e-08,7e-08,4.8000000000000006e-08,3.2e-08,1e-09,1e-05,1.6590078547773694e-09,51.51879493756534
0.0006595132493574581,1.1960859261506164e-05,8.002283920346816e-07,9.300000000000001e-08,4.8000000000000006e-08,5.4e-08,8e-09,3.5e-08,7e-08,1e-05,1.5116261693761941e-09,56.54181384366783
0.00046599954623051387,0.00014241729873301553,1.1001019664557962e-07,6.000000000000001e-08,2.9e-08,1.9e-08,2.8000000000000003e-08,2.1000000000000003e-08,7.7e-08,1e-05,1.3773374667051115e-09,62.054570892163675
0.00014900937247913428,9.719483623940328e-05,1.062276615996507e-06,5.3000000000000005e-08,8.6e-08,5.6000000000000005e-08,6.8e-08,3.0000000000000004e-09,1.5000000000000002e-08,1e-05,1.2549786022641558e-09,68.10481494735095
7.775723359942055e-05,9.68775753314068e-06,1.8985070861824939e-06,1e-09,1.1000000000000001e-08,7e-08,9.400000000000001e-08,7.4e-08,5.4e-08,1e-05,1.143489762104972e-09,74.74495032885073
0.001053669505262608,1.108686197049817e-05,7.553358823991318e-08,2.1000000000000003e-08,8.2e-08,9.2e-08,2.7e-08,5.9000000000000006e-08,1.1000000000000001e-08,1e-05,1.0419052832294116e-09,82.03249071275346
0.00023179228107697992,0.00019144494761530104,1.503953204023182e-07,7.4e-08,8.700000000000001e-08,8.800000000000001e-08,3.4e-08,2.4000000000000003e-08,4.7000000000000004e-08,1e-05,9.493452894785997e-10,90.03055728756756
0.00031001273925291493,0.0001666303398603091,2.0480653716413167e-07,9.2e-08,3.4e-08,8.700000000000001e-08,9.2e-08,4.9e-08,4.7000000000000004e-08,1e-05,8.650080704665782e-10,98.80842547975722
0.0009879635824551658,3.0384620569553217e-06,2.622581967166355e-07,9.400000000000001e-08,7.500000000000001e-08,8.9e-08,3.4e-08,6.900000000000001e-08,9.700000000000001e-08,1e-05,7.88163137548469e-10,108.44212498434614
0.0004568946649626409,0.00015816211507056708,2.5279034325797086e-10,5.0000000000000004e-08,3.7e-08,9.9e-08,5.1e-08,3.5e-08,1e-09,1e-05,7.18144896677294e-10,119.01509829776366
0.00046152810486171285,8.463149768791045e-06,1.1959125856562984e-06,1.6e-08,1.5000000000000002e-08,6.900000000000001e-08,1.4000000000000001e-08,6.000000000000001e-09,9.300000000000001e-08,1e-05,6.543468833467568e-10,130.61892345683026
0.0008744301380569429,3.831895288228247e-05,1.8920989997493774e-07,6.2e-08,1.2000000000000002e-08,1.6e-08,2.5000000000000002e-08,1.9e-08,4.2000000000000006e-08,1e-05,5.962165096858111e-10,143.35410724390331
0.0008548528008654348,8.136340007094865e-06,4.6835963942540997e-07,6.300000000000001e-08,2.5000000000000002e-08,7.800000000000001e-08,8.400000000000001e-08,6.000000000000001e-08,8.100000000000001e-08,1e-05,5.432502782068812e-10,157.33095572854296
0.00022862502518620473,7.975606490151306e-05,1.054762426189181e-06,9.9e-08,8e-08,3.0000000000000004e-08,2.3e-08,9.600000000000001e-08,9.300000000000001e-08,1e-05,4.949894207514879e-10,172.67052968591867
7.748785941940146e-05,0.00022477021755629446,1.687645999442867e-07,7.4e-08,1.8000000000000002e-08,2e-09,1.5000000000000002e-08,8e-09,5.7e-08,1e-05,4.5101592485993537e-10,189.50569316732776
0.0002821483916179435,0.0001645753908039916,2.730660548850734e-07,5e-09,9.600000000000001e-08,6.000000000000001e-08,2.5000000000000002e-08,8.2e-08,9.300000000000001e-08,1e-05,4.1094891314735525e-10,207.98226430504803
0.00023968901047269456,2.9361981690056345e-05,1.4396207961702873e-06,8e-09,2.8000000000000003e-08,1.4000000000000001e-08,7e-08,7e-08,2.1000000000000003e-08,1e-05,3.7444134432600884e-10,228.26027831924085
0.0006583711601369671,8.831291518977354e-05,1.8813033547156077e-07,4.6e-08,6.000000000000001e-08,3.4e-08,7.1e-08,8.6e-08,1.7e-08,1e-05,3.4117700729967527e-10,250.51537366646812
0.0003173016928577682,2.387200011654411e-05,1.339702301925509e-06,3.8e-08,1.4000000000000001e-08,7.800000000000001e-08,7.200000000000001e-08,9.400000000000001e-08,1.2000000000000002e-08,1e-05,3.108677822944063e-10,274.9403133359806
0.00027087608241539225,0.00010332088420300223,7.867575854670756e-07,7.7e-08,2e-08,4.3e-08,9.300000000000001e-08,1.1000000000000001e-08,1.4000000000000001e-08,1e-05,2.8325114530288124e-10,301.7466544705126
0.0007667484593963935,4.1032024022064987e-05,3.6728855787374663e-07,9.000000000000001e-08,1.9e-08,4.8000000000000006e-08,6.7e-08,8.700000000000001e-08,0.0,1e-05,2.580878942270424e-10,331.1665807730471
0.0002298668223625798,3.453927273373426e-05,1.4162060565431404e-06,9.700000000000001e-08,0.0,1.3e-08,1.7e-08,4.1e-08,6.1e-08,1e-05,2.3516007702395464e-10,363.4549135709759
4.372466151454264e-07,4.4810322849576215e-05,1.7595012766770254e-06,2.2000000000000002e-08,7.800000000000001e-08,4.6e-08,3.1e-08,6.1e-08,6.5e-08,1e-05,2.1426910390947728e-10,398.8913189565314
0.00025025574754544157,0.00017561106889159428,2.4349558278029066e-07,5.4e-08,4.2000000000000006e-08,6.000000000000001e-08,2.8000000000000003e-08,4.2000000000000006e-08,3.5e-08,1e-05,1.952340272685554e-10,437.7827301206903
0.0003904719570396016,4.45645133088364e-05,1.0374043662539123e-06,3.9000000000000005e-08,1.8000000000000002e-08,3.7e-08,5e-09,9.300000000000001e-08,8.100000000000001e-08,1e-05,1.7788997437354356e-10,480.4660058616372
6.126738596813565e-05,0.0002359802522347194,1.0869713059668326e-07,9.300000000000001e-08,1e-09,8.3e-08,6.8e-08,6.1e-08,4e-09,1e-05,1.6208671933551162e-10,527.3108482945265
0.0006472628673887843,7.399526619832788e-05,3.23931273054075e-07,8e-08,4.2000000000000006e-08,3.3000000000000004e-08,6.1e-08,8.700000000000001e-08,3.9000000000000005e-08,1e-05,1.476873819194626e-10,578.7230050343388
0.0007531258559324757,3.366972975635268e-05,4.518044216398443e-07,7.000000000000001e-09,4.7000000000000004e-08,6.2e-08,9.9e-08,1.7e-08,2.8000000000000003e-08,1e-05,1.3456724195321847e-10,635.1477835876183
0.0010394417794184633,9.40351169981379e-06,1.1548824854395426e-07,2.1000000000000003e-08,7.000000000000001e-09,4.8000000000000006e-08,3.9000000000000005e-08,3.8e-08,1.2000000000000002e-08,1e-05,1.2261265906095436e-10,697.0739083930622
0.0010480624503681364,6.60586350771084e-06,1.2199036095009243e-07,6.300000000000001e-08,7.6e-08,8.100000000000001e-08,3.5e-08,3.0000000000000004e-09,8.9e-08,1e-05,1.1172008836462803e-10,765.0377539188053
0.0006271638920761023,9.983696194913177e-05,1.5335879853526008e-07,9.000000000000001e-08,9.000000000000001e-09,4.4000000000000004e-08,7.1e-08,5.2e-08,3.7e-08,1e-05,1.0179518362778041e-10,839.6279904814697
0.00016387340906508818,1.8628209889657722e-05,1.6667159927222682e-06,1.8000000000000002e-08,3.0000000000000004e-08,8.700000000000001e-08,1.7e-08,8.6e-08,4.9e-08,1e-05,9.275198007357077e-11,921.490683026828
0.0004535202036312257,0.00014919063990214996,7.868878117473561e-08,3.5e-08,1.7e-08,3.1e-08,2.8000000000000003e-08,3.0000000000000004e-08,9.5e-08,1e-05,8.451214979900363e-11,1011.3348870352975
0.0003299457491915157,0.0001850523039143975,1.960569402121613e-08,1.5000000000000002e-08,4e-09,4e-09,5.7e-08,8e-09,8.9e-08,1e-05,7.700432333610527e-11,1109.9387900212978
0.0005267287334155488,8.033086211950126e-05,4.967280892325725e-07,5.9000000000000006e-08,9.5e-08,6.1e-08,7.500000000000001e-08,6.2e-08,1.4000000000000001e-08,1e-05,7.0163471483734e-11,1218.1564518212303
0.0004300122807344662,5.720180677570295e-05,8.62338904525039e-07,2.9e-08,1.3e-08,7.7e-08,8.6e-08,6.600000000000001e-08,2e-09,1e-05,6.393034205574957e-11,1336.9252020512024
7.980999239868857e-05,0.00018820209643068752,4.586279512407156e-07,5.6000000000000005e-08,4.1e-08,8.700000000000001e-08,6.300000000000001e-08,2e-09,2.4000000000000003e-08,1e-05,5.825094666692277e-11,1467.273758807749
0.0002814320082602548,0.00014259725490322448,4.5120028556764685e-07,5e-09,2.8000000000000003e-08,5.8e-08,5.9000000000000006e-08,8.2e-08,8.9e-08,1e-05,5.307609311136969e-11,1610.3311389318612
0.000793498283859378,1.3930882073185544e-05,5.356458424940926e-07,8.400000000000001e-08,9.5e-08,8.700000000000001e-08,5.2e-08,1.4000000000000001e-08,3.3000000000000004e-08,1e-05,4.8360959283197955e-11,1767.3364370127442
0.0006532073472910715,8.438192292752652e-05,2.2933970301295854e-07,2.8000000000000003e-08,7.800000000000001e-08,8.3e-08,6.600000000000001e-08,1.8000000000000002e-08,1e-09,1e-05,4.4064704948867626e-11,1939.6495578323822
0.0004404886069148515,0.00012571087653106714,2.917653368512205e-07,3.5e-08,5.3000000000000005e-08,2.2000000000000002e-08,1e-09,2.1000000000000003e-08,7.800000000000001e-08,1e-05,4.015011800862604e-11,2128.762995210193
0.0004072356834914881,6.769122282278529e-05,8.202395128894351e-07,9.8e-08,4.5000000000000006e-08,9.600000000000001e-08,1.3e-08,2.4000000000000003e-08,6.8e-08,1e-05,3.6583292183101855e-11,2336.3147592704863
0.0003396883861546637,1.7458682090867052e-05,1.349735132645258e-06,4.8000000000000006e-08,4.7000000000000004e-08,5.6000000000000005e-08,3.5e-08,3.0000000000000004e-09,1.2000000000000002e-08,1e-05,3.3333333333333335e-11,2564.102564102564
0.00027521442015426535,0.00019909027886818543,8.28163010568857e-09,7.3e-08,1.5000000000000002e-08,3.0000000000000004e-08,1e-09,3.8e-08,1.3e-08,1.1497569953977357e-05,3.3333333333333335e-07,0.29480948599941936
0.00026275140021568663,0.00017512651636832278,2.2419621693362885e-07,7.500000000000001e-08,5.4e-08,6.300000000000001e-08,1.6e-08,2.2000000000000002e-08,5.1e-08,1.1497569953977357e-05,3.0372091870516305e-07,0.32355304694000525
0.0004250852549763841,0.0001540721677926669,9.220671643946612e-08,9.2e-08,6.1e-08,8.3e-08,2e-08,6.4e-08,6.7e-08,1.1497569953977357e-05,2.7673918937732485e-07,0.35509906958817256
0.00046452390379946306,2.5280604306376653e-05,1.0550621488977198e-06,8.6e-08,5.0000000000000004e-08,1.6e-08,9.000000000000001e-09,8.6e-08,6.7e-08,1.1497569953977357e-05,2.5215444251820963e-07,0.3897207905007522
7.252663307711675e-05,0.00019890321922280704,3.8606327405455323e-07,2.8000000000000003e-08,4e-09,7.3e-08,5.3000000000000005e-08,4.6e-08,9.000000000000001e-08,1.1497569953977357e-05,2.2975373681165657e-07,0.4277180864615535
0.0001484048871816296,9.786122136915789e-05,1.0580380325841948e-06,7.9e-08,5.6000000000000005e-08,2e-09,4.4000000000000004e-08,7.1e-08,4.2000000000000006e-08,1.1497569953977357e-05,2.093430480611418e-07,0.4694200718706071
4.984830568348117e-05,0.00012534457400933426,1.019910656453101e-06,6.900000000000001e-08,8.800000000000001e-08,1.9e-08,6.300000000000001e-08,3.6000000000000005e-08,6.5e-08,1.1497569953977357e-05,1.9074558864500725e-07,0.515187949375653
0.0001505985266831997,4.773995385124091e-05,1.4571689479481866e-06,2.3e-08,2.1000000000000003e-08,6.5e-08,9.2e-08,8.100000000000001e-08,8.2e-08,1.1497569953977357e-05,1.7380027626665617e-07,0.5654181384366783
6.114542335507222e-05,0.00023498522847130668,1.1692806918799281e-07,9.9e-08,7.1e-08,4.3e-08,5.6000000000000005e-08,3.2e-08,5.8e-08,1.1497569953977357e-05,1.5836033873675985e-07,0.6205457089216365
3.0529638573374306e-07,4.778462682541548e-05,1.7358192834853951e-06,2.7e-08,8e-08,2e-09,5.0000000000000004e-08,8.100000000000001e-08,6.900000000000001e-08,1.1497569953977357e-05,1.442920427027686e-07,0.6810481494735093
4.626564836105576e-05,6.729590965761865e-05,1.4935372706483852e-06,1e-08,3.2e-08,2.8000000000000003e-08,2.1000000000000003e-08,8.100000000000001e-08,8.400000000000001e-08,1.1497569953977357e-05,1.314735353145885e-07,0.7474495032885068
0.0007405243365942856,8.176934999826692e-05,8.825831697999564e-08,5.6000000000000005e-08,2.7e-08,1.2000000000000002e-08,5.6000000000000005e-08,3.7e-08,7.9e-08,1.1497569953977357e-05,1.197937887934876e-07,0.820324907127534
0.0003249746788542448,6.89320001708362e-05,9.629702730299473e-07,1.7e-08,6.900000000000001e-08,4e-08,6.4e-08,4.2000000000000006e-08,3.3000000000000004e-08,1.1497569953977357e-05,1.0915163876259093e-07,0.9003055728756748
0.00043148086521763786,0.000136968883864337,2.1792197655365425e-07,9.700000000000001e-08,9.000000000000001e-08,3.0000000000000004e-09,7.500000000000001e-08,1.8000000000000002e-08,8.6e-08,1.1497569953977357e-05,9.945490800944463e-08,0.9880842547975717
0.00016280531851517016,6.380917396187183e-05,1.305238108261235e-06,2.3e-08,3.0000000000000004e-09,4e-09,8.2e-08,2.7e-08,5.8e-08,1.1497569953977357e-05,9.0619608091098e-08,1.0844212498434613
0.0005681166357285356,2.7202705059018366e-05,8.472864647569028e-07,6.600000000000001e-08,1e-08,1.7e-08,5.8e-08,9.100000000000001e-08,8.3e-08,1.1497569953977357e-05,8.256921186639036e-08,1.1901509829776356
0.00033862629736843296,9.544448315375122e-05,7.243458087227322e-07,7.1e-08,9.9e-08,8.100000000000001e-08,1.4000000000000001e-08,7.9e-08,9.2e-08,1.1497569953977357e-05,7.523399065446399e-08,1.3061892345683024
0.00035733598437056154,0.00012044593295057782,4.884869545363883e-07,4.1e-08,8.100000000000001e-08,8.3e-08,7.4e-08,2.8000000000000003e-08,8.6e-08,1.1497569953977357e-05,6.855041027828837e-08,1.4335410724390318
0.0007642013859447135,4.9345325307264425e-05,3.0514023092290945e-07,5e-09,6.5e-08,4.3e-08,2.6e-08,5.6000000000000005e-08,4.6e-08,1.1497569953977357e-05,6.24605807620128e-08,1.573309557285429
0.0003736579076263932,4.0413625489087995e-05,1.1020106100016559e-06,7.7e-08,9.400000000000001e-08,8.400000000000001e-08,5.8e-08,9.2e-08,7.7e-08,1.1497569953977357e-05,5.6911754915689674e-08,1.7267052968591852
0.00015081599215374607,2.2844833234459824e-06,1.8224342452561662e-06,4.6e-08,1.4000000000000001e-08,2.8000000000000003e-08,6.8e-08,4.9e-08,1.2000000000000002e-08,1.1497569953977357e-05,5.185587146434905e-08,1.8950569316732766
0.0002415662809420246,0.00011566337214053386,7.418795292988772e-07,5.1e-08,1.7e-08,7.7e-08,6.300000000000001e-08,2e-08,9.600000000000001e-08,1.1497569953977357e-05,4.7249138764226834e-08,2.0798226430504796
0.00010634422021889669,7.783543207511075e-05,1.2972195064151426e-06,2.3e-08,6.4e-08,8.400000000000001e-08,2.9e-08,9.400000000000001e-08,4.3e-08,1.1497569953977357e-05,4.305165550049612e-08,2.282602783192407
